source,image,old_class_id,old_class_ko,cx,cy,w,h,area,edges_touched,flags,is_representative
9ban,A2_B1_P9_2022-06-03_IR1_00036,21,MCCB,0.0867,0.6656,0.1735,0.19,0.03297,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00036,21,MCCB,0.1106,0.2019,0.221,0.1987,0.04391,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00036,22,MCCB 접촉부,0.7811,0.7571,0.0783,0.4859,0.03807,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00036,22,MCCB 접촉부,0.0097,0.4261,0.0194,0.1884,0.00365,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00037,21,MCCB,0.0888,0.6757,0.1776,0.2286,0.0406,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00037,21,MCCB,0.1003,0.3796,0.2001,0.2306,0.04613,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00038,21,MCCB,0.6257,0.0505,0.2403,0.0997,0.02395,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00038,22,MCCB 접촉부,0.5319,0.0431,0.049,0.0861,0.00422,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00038,22,MCCB 접촉부,0.0162,0.7612,0.0323,0.206,0.00666,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00038,22,MCCB 접촉부,0.726,0.0541,0.0408,0.1081,0.0044,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00038,21,MCCB,0.4703,0.0443,0.1622,0.0885,0.01436,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00038,22,MCCB 접촉부,0.3978,0.0303,0.0343,0.0602,0.00206,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00038,21,MCCB,0.1378,0.7643,0.2755,0.2342,0.06451,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00039,22,MCCB 접촉부,0.3402,0.047,0.0599,0.0938,0.00562,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00039,22,MCCB 접촉부,0.5802,0.0586,0.0282,0.1151,0.00324,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00039,21,MCCB,0.4528,0.0516,0.2843,0.102,0.02899,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00040,22,MCCB 접촉부,0.3537,0.0253,0.054,0.0507,0.00273,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00042,21,MCCB,0.8133,0.076,0.0818,0.1521,0.01244,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00042,22,MCCB 접촉부,0.331,0.0728,0.0467,0.1457,0.00681,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00042,22,MCCB 접촉부,0.8099,0.0753,0.0644,0.1492,0.00961,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00042,22,MCCB 접촉부,0.5566,0.0771,0.0381,0.1542,0.00588,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00042,21,MCCB,0.4229,0.8845,0.2553,0.2279,0.05817,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00042,21,MCCB,0.4409,0.0792,0.2747,0.1583,0.0435,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00043,21,MCCB,0.4204,0.0998,0.2403,0.1996,0.04797,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00043,21,MCCB,0.8496,0.1343,0.1984,0.2614,0.05187,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00043,22,MCCB 접촉부,0.5114,0.0991,0.0465,0.196,0.00911,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00043,22,MCCB 접촉부,0.7758,0.1231,0.0463,0.2394,0.01108,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00044,21,MCCB,0.0367,0.2244,0.0734,0.247,0.01813,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00044,21,MCCB,0.0318,0.5327,0.0636,0.2821,0.01794,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00044,22,MCCB 접촉부,0.0279,0.5355,0.0558,0.2489,0.0139,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00044,22,MCCB 접촉부,0.0195,0.8369,0.0385,0.1566,0.00603,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00044,21,MCCB,0.0175,0.8385,0.0348,0.1745,0.00608,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00045,21,MCCB,0.0537,0.673,0.1072,0.287,0.03076,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00045,21,MCCB,0.0813,0.159,0.1623,0.1148,0.01862,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00045,21,MCCB,0.0695,0.3585,0.1385,0.2477,0.03429,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00046,21,MCCB,0.5573,0.0796,0.2562,0.1589,0.04072,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00046,22,MCCB 접촉부,0.3316,0.0505,0.0469,0.0935,0.00438,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00046,22,MCCB 접촉부,0.6548,0.058,0.0595,0.1156,0.00687,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00047,22,MCCB 접촉부,0.4144,0.0515,0.0689,0.103,0.0071,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00047,22,MCCB 접촉부,0.6022,0.05,0.0523,0.0998,0.00522,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00047,21,MCCB,0.0701,0.7946,0.1401,0.1995,0.02795,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00047,21,MCCB,0.5013,0.052,0.2442,0.103,0.02517,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00047,22,MCCB 접촉부,0.0065,0.0712,0.0129,0.1253,0.00161,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00047,21,MCCB,0.0837,0.5364,0.1674,0.1979,0.03313,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00047,21,MCCB,0.1042,0.2966,0.206,0.1979,0.04076,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00048,21,MCCB,0.0757,0.7062,0.151,0.2074,0.03131,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00048,21,MCCB,0.0757,0.4753,0.1515,0.213,0.03227,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00048,21,MCCB,0.0876,0.2307,0.1749,0.2403,0.04204,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00048,22,MCCB 접촉부,0.5736,0.0241,0.0502,0.048,0.00241,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00048,21,MCCB,0.5034,0.0322,0.2932,0.0637,0.01867,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00051,21,MCCB,0.422,0.9618,0.2511,0.0764,0.01919,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00054,22,MCCB 접촉부,0.3457,0.1183,0.0627,0.2332,0.01463,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00054,21,MCCB,0.4641,0.1229,0.3039,0.2446,0.07432,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00054,22,MCCB 접촉부,0.5897,0.1212,0.0442,0.2424,0.01073,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00056,22,MCCB 접촉부,0.3473,0.9088,0.0386,0.182,0.00702,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00056,22,MCCB 접촉부,0.57,0.1021,0.0398,0.2016,0.00802,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00056,22,MCCB 접촉부,0.5499,0.9163,0.0558,0.1674,0.00934,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00056,21,MCCB,0.4472,0.9037,0.2658,0.1923,0.05112,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00056,21,MCCB,0.4696,0.1066,0.2503,0.2132,0.05338,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00059,21,MCCB,0.5287,0.0533,0.2307,0.1056,0.02437,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00059,22,MCCB 접촉부,0.4368,0.0476,0.0384,0.0949,0.00364,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00059,22,MCCB 접촉부,0.6244,0.0584,0.035,0.1167,0.00408,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00061,22,MCCB 접촉부,0.4412,0.0825,0.0338,0.1651,0.00558,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00061,21,MCCB,0.5217,0.0803,0.1982,0.1598,0.03168,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00061,22,MCCB 접촉부,0.6025,0.0788,0.032,0.1559,0.00499,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00062,22,MCCB 접촉부,0.6028,0.0536,0.0432,0.107,0.00462,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00062,21,MCCB,0.5255,0.0528,0.1992,0.104,0.02071,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00067,21,MCCB,0.2733,0.9683,0.0951,0.063,0.00599,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00067,22,MCCB 접촉부,0.4919,0.9823,0.0352,0.0355,0.00125,1,프레임접촉x1 초소형,1
9ban,A2_B1_P9_2022-06-03_IR1_00067,21,MCCB,0.396,0.973,0.247,0.054,0.01334,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00067,22,MCCB 접촉부,0.2974,0.969,0.0461,0.0615,0.00283,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00068,21,MCCB,0.4573,0.9027,0.2447,0.1947,0.04763,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00068,21,MCCB,0.0776,0.6176,0.1546,0.2325,0.03594,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00068,21,MCCB,0.0768,0.8548,0.1535,0.1143,0.01753,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00068,22,MCCB 접촉부,0.3627,0.911,0.0505,0.173,0.00873,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00068,22,MCCB 접촉부,0.5507,0.9075,0.0565,0.1793,0.01013,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00068,21,MCCB,0.08,0.3234,0.1601,0.218,0.03489,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00069,21,MCCB,0.5078,0.0388,0.3892,0.0765,0.02979,1,프레임접촉x1,0
9ban,A2_B1_P9_2022-06-03_IR1_00069,21,MCCB,0.5028,0.9616,0.2776,0.0767,0.02131,1,프레임접촉x1,0
9ban,A2_B1_P9_2022-06-03_IR1_00069,21,MCCB,0.0712,0.3299,0.1423,0.2995,0.04261,1,프레임접촉x1,0
9ban,A2_B1_P9_2022-06-03_IR1_00069,21,MCCB,0.071,0.743,0.1417,0.3347,0.04741,1,프레임접촉x1,0
9ban,A2_B1_P9_2022-06-03_IR1_00070,21,MCCB,0.0929,0.67,0.1855,0.2565,0.04757,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00070,21,MCCB,0.098,0.3767,0.196,0.2284,0.04477,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00070,22,MCCB 접촉부,0.3609,0.9749,0.0378,0.0502,0.0019,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00070,21,MCCB,0.4863,0.9774,0.2972,0.045,0.01336,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00071,22,MCCB 접촉부,0.2107,0.955,0.0511,0.0899,0.0046,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00071,21,MCCB,0.2167,0.9584,0.074,0.0828,0.00613,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00072,21,MCCB,0.476,0.9372,0.2553,0.1257,0.03209,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00072,22,MCCB 접촉부,0.3707,0.9437,0.0416,0.1123,0.00467,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00072,21,MCCB,0.1052,0.6471,0.2104,0.2101,0.04421,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00072,22,MCCB 접촉부,0.5833,0.9434,0.0416,0.1123,0.00467,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00072,21,MCCB,0.0903,0.8636,0.1805,0.1192,0.02152,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00072,22,MCCB 접촉부,0.0191,0.6439,0.0381,0.1831,0.00698,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00073,22,MCCB 접촉부,0.3783,0.0184,0.0593,0.0367,0.00218,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00073,21,MCCB,0.1224,0.7192,0.2447,0.2481,0.06071,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00073,22,MCCB 접촉부,0.0089,0.7071,0.0177,0.2092,0.0037,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00073,21,MCCB,0.5498,0.9506,0.4501,0.0988,0.04447,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00074,21,MCCB,0.0991,0.8534,0.1983,0.133,0.02638,1,프레임접촉x1,0
9ban,A2_B1_P9_2022-06-03_IR1_00074,21,MCCB,0.1035,0.2801,0.2065,0.2307,0.04763,1,프레임접촉x1,0
9ban,A2_B1_P9_2022-06-03_IR1_00074,21,MCCB,0.1016,0.5788,0.2031,0.2505,0.05089,1,프레임접촉x1,0
9ban,A2_B1_P9_2022-06-03_IR1_00075,21,MCCB,0.4436,0.0762,0.1898,0.152,0.02886,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00075,21,MCCB,0.7757,0.9579,0.2001,0.0843,0.01686,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00075,21,MCCB,0.7687,0.0581,0.1933,0.1141,0.02206,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00075,22,MCCB 접촉부,0.5178,0.0674,0.0346,0.1336,0.00462,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00075,22,MCCB 접촉부,0.3706,0.075,0.0409,0.1461,0.00598,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00075,22,MCCB 접촉부,0.6956,0.9602,0.0377,0.0788,0.00297,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00075,21,MCCB,0.4438,0.9368,0.1786,0.1241,0.02216,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00075,22,MCCB 접촉부,0.8572,0.0531,0.0228,0.1034,0.00236,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00075,22,MCCB 접촉부,0.85,0.9718,0.0428,0.0558,0.00239,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00075,22,MCCB 접촉부,0.5102,0.9497,0.0433,0.1002,0.00434,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00076,21,MCCB,0.5421,0.036,0.2278,0.0718,0.01636,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00076,22,MCCB 접촉부,0.445,0.9793,0.0382,0.0412,0.00157,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00076,22,MCCB 접촉부,0.6399,0.0287,0.0321,0.057,0.00183,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00076,21,MCCB,0.5385,0.9794,0.226,0.0412,0.00931,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00076,22,MCCB 접촉부,0.4472,0.0317,0.033,0.0634,0.00209,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00077,22,MCCB 접촉부,0.6052,0.0291,0.0677,0.0578,0.00391,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00077,21,MCCB,0.0643,0.8197,0.1283,0.1872,0.02402,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00077,21,MCCB,0.4837,0.0385,0.2881,0.0755,0.02175,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00077,21,MCCB,0.063,0.445,0.1258,0.5216,0.06562,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00079,22,MCCB 접촉부,0.3796,0.0698,0.0407,0.139,0.00566,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00079,22,MCCB 접촉부,0.5826,0.0769,0.0376,0.153,0.00576,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00079,21,MCCB,0.479,0.0807,0.2522,0.1614,0.04071,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00080,21,MCCB,0.4893,0.05,0.2981,0.099,0.02953,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00080,22,MCCB 접촉부,0.6187,0.042,0.0385,0.0835,0.00322,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00080,22,MCCB 접촉부,0.3684,0.0399,0.0528,0.0796,0.0042,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00081,21,MCCB,0.4466,0.048,0.2929,0.0948,0.02778,1,프레임접촉x1,0
9ban,A2_B1_P9_2022-06-03_IR1_00081,22,MCCB 접촉부,0.5668,0.0278,0.0433,0.0555,0.00241,1,프레임접촉x1,0
9ban,A2_B1_P9_2022-06-03_IR1_00082,21,MCCB,0.4611,0.9071,0.3322,0.1858,0.06172,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00082,22,MCCB 접촉부,0.3259,0.9198,0.057,0.1604,0.00915,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00082,21,MCCB,0.4611,0.0484,0.3051,0.0956,0.02917,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00082,22,MCCB 접촉부,0.6001,0.9093,0.0505,0.1792,0.00905,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00082,22,MCCB 접촉부,0.588,0.0456,0.0442,0.091,0.00402,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00082,22,MCCB 접촉부,0.3223,0.0489,0.0328,0.0978,0.00321,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00083,21,MCCB,0.4513,0.1221,0.2732,0.2442,0.06671,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00083,22,MCCB 접촉부,0.5645,0.1205,0.0412,0.2394,0.00985,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00084,22,MCCB 접촉부,0.3935,0.0878,0.0547,0.1748,0.00956,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00084,21,MCCB,0.5308,0.0955,0.3351,0.1898,0.06361,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00084,22,MCCB 접촉부,0.6702,0.085,0.052,0.1693,0.00881,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00085,21,MCCB,0.4383,0.1782,0.2666,0.3519,0.0938,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00085,22,MCCB 접촉부,0.5372,0.183,0.0528,0.366,0.01933,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00086,22,MCCB 접촉부,0.5521,0.1477,0.0507,0.2918,0.01479,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00086,21,MCCB,0.455,0.1494,0.252,0.2987,0.07527,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00087,21,MCCB,0.6735,0.92,0.2105,0.1601,0.0337,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00087,22,MCCB 접촉부,0.7434,0.9274,0.0594,0.1446,0.0086,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00087,22,MCCB 접촉부,0.5887,0.9222,0.0337,0.1531,0.00515,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00089,22,MCCB 접촉부,0.6277,0.0932,0.0389,0.1815,0.00707,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00089,21,MCCB,0.5094,0.9762,0.3132,0.0471,0.01474,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00089,22,MCCB 접촉부,0.6404,0.9783,0.0486,0.0434,0.00211,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00089,22,MCCB 접촉부,0.3779,0.0906,0.0694,0.1801,0.0125,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00089,21,MCCB,0.4951,0.0933,0.3084,0.1866,0.05755,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00090,22,MCCB 접촉부,0.6024,0.9032,0.0415,0.1903,0.00789,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00090,22,MCCB 접촉부,0.3833,0.0959,0.0567,0.1843,0.01045,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00090,22,MCCB 접촉부,0.3938,0.9047,0.0499,0.186,0.00928,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00090,21,MCCB,0.4973,0.8935,0.2629,0.2118,0.05569,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00090,21,MCCB,0.4733,0.0966,0.2452,0.1932,0.04737,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00090,22,MCCB 접촉부,0.5774,0.0991,0.0338,0.1932,0.00653,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00091,22,MCCB 접촉부,0.3831,0.8927,0.0482,0.214,0.01031,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00091,22,MCCB 접촉부,0.6015,0.066,0.0573,0.1308,0.00749,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00091,21,MCCB,0.0866,0.8348,0.173,0.1764,0.03051,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00091,21,MCCB,0.0903,0.5905,0.1804,0.2638,0.0476,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00091,21,MCCB,0.0919,0.3104,0.1835,0.2325,0.04268,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00091,22,MCCB 접촉부,0.6081,0.8945,0.0571,0.2082,0.01188,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00091,21,MCCB,0.4994,0.8782,0.288,0.2435,0.07013,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00091,21,MCCB,0.4964,0.069,0.268,0.1375,0.03684,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00091,22,MCCB 접촉부,0.3907,0.064,0.0439,0.128,0.00561,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00092,21,MCCB,0.0769,0.4173,0.1534,0.2377,0.03647,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00092,21,MCCB,0.464,0.9227,0.2411,0.1546,0.03727,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00092,21,MCCB,0.0766,0.7087,0.1532,0.2344,0.03592,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00092,21,MCCB,0.0769,0.173,0.1537,0.1393,0.02141,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00092,22,MCCB 접촉부,0.5613,0.9244,0.0443,0.1512,0.0067,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00092,22,MCCB 접촉부,0.3648,0.9217,0.0443,0.1567,0.00694,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00093,22,MCCB 접촉부,0.4076,0.8954,0.0442,0.2093,0.00925,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00093,22,MCCB 접촉부,0.6093,0.8922,0.0325,0.2156,0.00701,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00093,22,MCCB 접촉부,0.4216,0.086,0.048,0.1716,0.00823,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00093,22,MCCB 접촉부,0.6399,0.0941,0.0373,0.1854,0.00691,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00093,21,MCCB,0.5048,0.8923,0.2472,0.2142,0.05294,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00093,21,MCCB,0.5274,0.0928,0.2641,0.1841,0.04862,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00093,22,MCCB 접촉부,0.84,0.8974,0.0506,0.2051,0.01038,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00094,22,MCCB 접촉부,0.8414,0.0498,0.0381,0.0919,0.0035,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00094,22,MCCB 접촉부,0.4002,0.0383,0.0443,0.0763,0.00338,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00094,21,MCCB,0.5093,0.0464,0.2682,0.0915,0.02455,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00094,22,MCCB 접촉부,0.6249,0.0414,0.0432,0.0828,0.00357,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00012,21,MCCB,0.4591,0.9004,0.5543,0.1991,0.11038,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00012,22,MCCB 접촉부,0.7045,0.9051,0.0628,0.1893,0.0119,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00013,21,MCCB,0.6786,0.9734,0.2159,0.0532,0.01149,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00017,21,MCCB,0.498,0.9311,0.6287,0.1377,0.08658,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00019,21,MCCB,0.4786,0.8528,0.6251,0.2945,0.18408,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00019,22,MCCB 접촉부,0.7426,0.8992,0.0805,0.2013,0.01621,1,프레임접촉x1,1
